0 7.00025e-06 1.40005e-05 2.10008e-05 1.80005e-05 2.50007e-05 2.20004e-05 1.90001e-05 1.59999e-05 1.29996e-05 
0 2.7001e-05 4.39995e-05 6.10018e-05 6.80017e-05 7.50016e-05 7.20028e-05 5.89978e-05 4.60004e-05 3.30029e-05 
0 4.49981e-05 6.99989e-05 9.49997e-05 0.000110002 0.000125004 0.000120001 0.000105007 8.00071e-05 4.50083e-05 
0 5.90024e-05 0.000108006 0.000136998 0.000156005 0.000164999 0.000163995 0.000142993 0.000111992 6.09944e-05 
0 7.59912e-05 0.000132 0.000167997 0.000193994 0.000199995 0.000195997 0.000172001 0.000137992 7.40017e-05 
0 8.09991e-05 0.000151999 0.000193004 0.000224009 0.000235003 0.000225999 0.000197012 0.000148014 7.90029e-05 
0 9.09913e-05 0.000162 0.000212997 0.000243996 0.000254983 0.000245987 0.00021698 0.000167975 8.89883e-05 
0 9.99935e-05 0.00017999 0.000230005 0.000270006 0.000279996 0.00026999 0.000240015 0.00018 0.000110001 
0 0.00010999 0.00019 0.000250012 0.000289996 0.0003 0.000290006 0.000250002 0.00019 0.00011 
0 0.000109992 0.000190003 0.000250016 0.000290003 0.000300008 0.000290016 0.000259997 0.000199996 0.000110015 
0 0.000110996 0.000201995 0.000253 0.00029399 0.000305 0.000296012 0.000257013 0.000198017 0.00010901 
0 0.000109995 0.000190009 0.000249995 0.000290014 0.000299993 0.000290003 0.000250003 0.000190006 0.000109981 
0 0.000102998 0.000185999 0.000238989 0.000271981 0.000284976 0.000277974 0.00024099 0.00018398 9.69879e-05 
0 9.60145e-05 0.000172002 0.000227992 0.000264014 0.000269996 0.00025601 0.000232011 0.000178 0.000103993 
0 9.49982e-05 0.000169999 0.000215019 0.000249995 0.00025502 0.000240018 0.000215002 0.000160005 9.50247e-05 
0 8.90228e-05 0.000148005 0.000197003 0.000226004 0.000235008 0.000224014 0.000193023 0.000152018 8.10023e-05 
0 7.70035e-05 0.00013401 0.000181002 0.000207997 0.000214995 0.000201996 0.000179012 0.000136002 8.30076e-05 
5.55112e-17 7.59951e-05 0.000122009 0.000158009 0.000183996 0.000189986 0.000185991 0.000162 0.000118011 6.4008e-05 
0 5.90147e-05 0.000108016 0.000147003 0.000165994 0.000164987 0.000164009 0.000143005 0.000111987 6.10009e-05 
0 5.29887e-05 9.59936e-05 0.000128985 0.000141979 0.000144989 0.000137986 0.000120998 9.39977e-05 4.69995e-05 
0 4.10045e-05 8.19793e-05 0.000102986 0.00011398 0.000125004 0.000116 9.69824e-05 7.79949e-05 3.89802e-05 
0 3.39901e-05 6.801e-05 8.20028e-05 9.59955e-05 0.000100005 9.39999e-05 8.80251e-05 6.20232e-05 3.60212e-05 
0 3.19985e-05 5.40131e-05 7.5998e-05 7.80153e-05 9.00164e-05 8.20201e-05 7.40239e-05 5.6014e-05 2.80204e-05 
0 2.80205e-05 4.59976e-05 6.40045e-05 7.19979e-05 7.00075e-05 6.79872e-05 6.59968e-05 4.4009e-05 3.2005e-05 
0 2.10015e-05 4.2003e-05 5.29909e-05 6.39789e-05 6.4983e-05 5.60034e-05 4.6994e-05 3.79845e-05 1.89913e-05 
0 1.49934e-05 2.99868e-05 4.501e-05 4.99898e-05 4.50157e-05 4.99955e-05 4.49915e-05 3.00038e-05 1.50161e-05 
0 1.09972e-05 2.19945e-05 3.30215e-05 3.40051e-05 4.50024e-05 3.60022e-05 3.70157e-05 2.80155e-05 1.90154e-05 
0 1.89989e-05 2.8014e-05 2.69857e-05 3.60009e-05 3.50024e-05 3.40039e-05 3.30055e-05 2.19934e-05 1.09814e-05 
0 1.09912e-05 2.19824e-05 2.29898e-05 2.39972e-05 2.50046e-05 2.60121e-05 2.69897e-05 1.80133e-05 9.00715e-06 
0 7.98995e-06 1.60097e-05 2.39997e-05 2.20058e-05 1.99822e-05 1.79884e-05 1.59946e-05 1.40007e-05 1.19771e-05 
0 1.99672e-06 1.39772e-05 1.60037e-05 1.80005e-05 1.99972e-05 1.20101e-05 1.40068e-05 5.98998e-06 8.0165e-06 
0 2.0117e-06 1.40072e-05 1.60189e-05 1.80008e-05 9.99888e-06 1.20106e-05 1.40223e-05 6.02039e-06 8.00228e-06 
0 9.00922e-06 8.00486e-06 7.00051e-06 5.99615e-06 4.99179e-06 4.01723e-06 3.01287e-06 2.00852e-06 1.00416e-06 
0 4.01435e-06 2.01468e-06 8.0139e-06 3.99955e-06 9.99878e-06 6.01423e-06 1.99988e-06 7.9991e-06 4.01455e-06 
0 9.02711e-06 8.01084e-06 7.02438e-06 6.00811e-06 5.02164e-06 4.00537e-06 3.0189e-06 2.00263e-06 1.01616e-06 
0 3.01301e-06 3.98756e-06 9.74556e-07 2.00865e-06 5.02166e-06 1.97891e-06 1.00429e-06 4.0173e-06 2.98327e-06 
0 5.01276e-06 1.19352e-08 4.99489e-06 5.93185e-09 5.00683e-06 6.00339e-09 4.98896e-06 1.18637e-08 5.00089e-06 
0 6.0141e-06 2.01463e-06 1.98485e-06 3.99946e-06 1.9071e-11 6.01409e-06 2.01461e-06 1.98487e-06 5.98434e-06 
0 1.99973e-06 3.99947e-06 4.01438e-06 2.01465e-06 1.49155e-08 1.98482e-06 5.99923e-06 3.99949e-06 1.99976e-06 
0 1.99974e-06 6.0141e-06 4.01437e-06 2.01463e-06 1.48916e-08 1.98485e-06 3.98458e-06 3.99946e-06 1.99972e-06 
0 0.0555522 0.111104 0.166657 0.222209 0.277761 0.333323 0.388876 0.444428 0.49998 
